1129,100549,2078
1130,100550,1954
1131,100551,1977
1132,100552,2014
1133,100553,2003
1134,100554,2012
1135,100555,1988
1136,100556,1978
1137,100557,2157
1138,100558,2157
1139,100559,1930
1140,100560,2175
1141,100561,1882
1142,100562,1870
1143,100563,1976
1144,100564,1938
1145,100565,2091
1146,100566,2021
1147,100567,2077
1148,100568,2078
1149,100569,2074
1150,100570,2044
1151,100571,2093
1152,100572,2079
1153,100573,1916
1154,100574,2033
1155,100575,2150
1156,100576,1963
1157,100577,1930
1158,100578,1817
1159,100579,2174
1160,100580,2003
1161,100581,1932
1162,100582,2074
1163,100583,2018
1164,100584,1936
1165,100585,2192
1166,100586,2096
1167,100587,1945
1168,100588,2076
1169,100589,1966
1170,100590,1954
1171,100591,2126
1172,100592,2098
1173,100593,1864
1174,100594,1956
1175,100595,2003
1176,100596,2018
1177,100597,2057
1178,100598,2122
1179,100599,1910
1180,100600,1873
1181,100601,1966
1182,100602,1915
1183,100603,2152
1184,100604,2012
1185,100605,2017
1186,100606,2153
1187,100607,2058
1188,100608,2079
1189,100609,1896
1190,100610,1933
1191,100611,2076
1192,100612,1959
1193,100613,2021
1194,100614,1958
1195,100615,2074
1196,100616,1976
1197,100617,1979
1198,100618,2016
1199,100619,2057
1200,100620,1917
1201,100621,2093
1202,100622,1966
1203,100623,2057
1204,100624,2157
1205,100625,1934
1206,100626,1980
1207,100627,1956
1208,100628,2094
1209,100629,1955
1210,100630,1887
1211,100631,1825
1212,100632,1936
1213,100633,2109
1214,100634,1859
1215,100635,2011
1216,100636,2140
1217,100637,2112
1218,100638,2099
1219,100639,2007
1220,100640,1923
1221,100641,1931
1222,100642,1994
1223,100643,1771
1224,100644,2084
1225,100645,1884
1226,100646,2076
1227,100647,2094
1228,100648,2124
1229,100649,2007
1230,100650,2114
1231,100651,1766
1232,100652,1932
1233,100653,2060
1234,100654,2013
1235,100655,2003
1236,100656,1988
1237,100657,2096
1238,100658,2047
1239,100659,2192
1240,100660,1946
1241,100661,2099
1242,100662,1945
1243,100663,1977
1244,100664,2127
1245,100665,2019
1246,100666,2057
1247,100667,2013
1248,100668,2017
1249,100669,1912
1250,100670,2095
1251,100671,2121
1252,100672,1995
1253,100673,2007
1254,100674,2002
1255,100675,2200
1256,100676,2034
1257,100677,2076
1258,100678,1957
1259,100679,2045
1260,100680,1989
1261,100681,1993
1262,100682,1957
1263,100683,1989
1264,100684,1975
1265,100685,1976
1266,100686,2099
1267,100687,2054
1268,100688,2045
1269,100689,1883
1270,100690,2013
1271,100691,2114
1272,100692,2060
1273,100693,2111
1274,100694,2034
1275,100695,2076
1276,100696,2061
1277,100697,2100
1278,100698,2084
1279,100699,2113
1280,100700,2153
1281,100701,1858
1282,100702,2197
1283,100703,1956
1284,100704,2119
1285,100705,1935
1286,100706,1921
1287,100707,1935
1288,100708,1956
1289,100709,2002
1290,100710,2095
1291,100711,2112
1292,100712,2054
1293,100713,1830
1294,100714,1916
1295,100715,2014
1296,100716,1988
1297,100717,1935
1298,100718,2046
1299,100719,1934
1300,100720,1976
1301,100721,2044
1302,100722,1991
1303,100723,2111
1304,100724,1902
1305,100725,1894
1306,100726,1987
1307,100727,2057
1308,100728,2042
1309,100729,1928
1310,100730,1954
1311,100731,2043
1312,100732,1919
1313,100733,2111
1314,100734,2050
1315,100735,2071
1316,100736,2063
1317,100737,2026
1318,100738,1939
1319,100739,2062
1320,100740,1920
1321,100741,2117
1322,100742,2038
1323,100743,1908
1324,100744,2040
1325,100745,1940
1326,100746,1883
1327,100747,2280
1328,100748,1992
1329,100749,2042
1330,100750,2183
1331,100751,1924
1332,100752,1980
1333,100753,2066
1334,100754,2050
1335,100755,1991
1336,100756,1947
1337,100757,2059
1338,100758,1960
1339,100759,2046
1340,100760,2118
1341,100761,1913
1342,100762,1960
1343,100763,2011
1344,100764,1965
1345,100765,2129
1346,100766,2043
1347,100767,1851
1348,100768,2042
1349,100769,1815
1350,100770,1928
1351,100771,2196
1352,100772,1918
1353,100773,1810
1354,100774,2128
1355,100775,2006
1356,100776,2040
1357,100777,1929
1358,100778,2066
1359,100779,1969
1360,100780,2153
1361,100781,1913
1362,100782,1925
1363,100783,1980
1364,100784,2040
1365,100785,2129
1366,100786,1807
1367,100787,1991
1368,100788,2105
1369,100789,2017
1370,100790,2130
1371,100791,2008
1372,100792,1849
1373,100793,2087
1374,100794,2023
1375,100795,1929
1376,100796,2082
1377,100797,1942
1378,100798,1846
1379,100799,1998
1380,100800,2174
1381,100801,2078
1382,100802,1888
1383,100803,2161
1384,100804,1929
1385,100805,1904
1386,100806,1890
1387,100807,1881
1388,100808,1961
1389,100809,2063
1390,100810,1997
1391,100811,1902
1392,100812,2159
1393,100813,2168
1394,100814,1906
1395,100815,2050
1396,100816,2088
1397,100817,1924
1398,100818,1925
1399,100819,1932
1400,100820,1955
1401,100821,2146
1402,100822,2044
1403,100823,2024
1404,100824,1954
1405,100825,2102
1406,100826,1904
1407,100827,1891
1408,100828,1954
1409,100829,2026
1410,100830,2032
1411,100831,1874
1412,100832,1940
1413,100833,2130
1414,100834,1953
1415,100835,2024
1416,100836,1919
1417,100837,1927
1418,100838,1925
1419,100839,1937
1420,100840,1983
1421,100841,1943
1422,100842,2105
1423,100843,1999
1424,100844,1840
1425,100845,2167
1426,100846,1936
1427,100847,1888
1428,100848,1936
1429,100849,2025
1430,100850,2008
1431,100851,2052
1432,100852,2113
1433,100853,1954
1434,100854,2063
1435,100855,2059
1436,100856,2072
1437,100857,2128
1438,100858,2068
1439,100859,1925
1440,100860,2057
1441,100861,2148
1442,100862,1884
1443,100863,1880
1444,100864,1972
1445,100865,1996
1446,100866,1888
1447,100867,1874
1448,100868,2066
1449,100869,1990
1450,100870,2113
1451,100871,1971
1452,100872,2149
1453,100873,2010
1454,100874,1911
1455,100875,1961
1456,100876,1982
1457,100877,2103
1458,100878,1999
1459,100879,2050
1460,100880,2139
1461,100881,1987
1462,100882,1955
1463,100883,1901
1464,100884,1840
1465,100885,2006
1466,100886,1991
1467,100887,1900
1468,100888,2044
1469,100889,2030
1470,100890,1952
1471,100891,2055
1472,100892,2000
1473,100893,2008
1474,100894,1942
1475,100895,2072
1476,100896,2195
1477,100897,1911
1478,100898,2138
1479,100899,2068
1480,100900,1942
1481,100901,1822
1482,100902,1996
1483,100903,1990
1484,100904,2033
1485,100905,1949
1486,100906,1732
1487,100907,2022
1488,100908,2038
1489,100909,2027
1490,100910,2044
1491,100911,2008
1492,100912,2076
1493,100913,1973
1494,100914,2158
1495,100915,2075
1496,100916,2147
1497,100917,2051
1498,100918,1948
1499,100919,2013
