1244,100664,1715
1245,100665,1861
1246,100666,1959
1247,100667,2007
1248,100668,1935
1249,100669,1958
1250,100670,2125
1251,100671,1848
1252,100672,1937
1253,100673,2082
1254,100674,1847
1255,100675,2012
1256,100676,1980
1257,100677,2098
1258,100678,2082
1259,100679,2061
1260,100680,2119
1261,100681,2019
1262,100682,2067
1263,100683,1932
1264,100684,1959
1265,100685,2192
1266,100686,1989
1267,100687,1938
1268,100688,1921
1269,100689,1830
1270,100690,2074
1271,100691,1878
1272,100692,1874
1273,100693,2111
1274,100694,1862
1275,100695,2005
1276,100696,1828
1277,100697,2100
1278,100698,1988
1279,100699,2193
1280,100700,2096
1281,100701,2002
1282,100702,1995
1283,100703,1922
1284,100704,1788
1285,100705,1947
1286,100706,2048
1287,100707,2006
1288,100708,2066
1289,100709,1844
1290,100710,2095
1291,100711,2089
1292,100712,1910
1293,100713,1922
1294,100714,1916
1295,100715,2005
1296,100716,2070
1297,100717,1977
1298,100718,1777
1299,100719,2120
1300,100720,1921
1301,100721,1970
1302,100722,2010
1303,100723,2137
1304,100724,1990
1305,100725,1894
1306,100726,2042
1307,100727,2057
1308,100728,1937
1309,100729,1997
1310,100730,2046
1311,100731,2132
1312,100732,1851
1313,100733,2106
1314,100734,2073
1315,100735,1927
1316,100736,1960
1317,100737,1828
1318,100738,2071
1319,100739,2062
1320,100740,1920
1321,100741,2000
1322,100742,1885
1323,100743,1986
1324,100744,2040
1325,100745,2033
1326,100746,1954
1327,100747,2039
1328,100748,1992
1329,100749,2086
1330,100750,2009
1331,100751,1780
1332,100752,2013
1333,100753,2284
1334,100754,1986
1335,100755,1934
1336,100756,1992
1337,100757,2087
1338,100758,2117
1339,100759,2167
1340,100760,2040
1341,100761,1940
1342,100762,1951
1343,100763,2011
1344,100764,1965
1345,100765,2129
1346,100766,2001
1347,100767,2079
1348,100768,1876
1349,100769,2063
1350,100770,1854
1351,100771,1832
1352,100772,1973
1353,100773,2023
1354,100774,2230
1355,100775,1986
1356,100776,2082
1357,100777,1897
1358,100778,1904
1359,100779,1969
1360,100780,2066
1361,100781,2236
1362,100782,1832
1363,100783,1936
1364,100784,2088
1365,100785,1780
1366,100786,1989
1367,100787,1911
1368,100788,2071
1369,100789,2121
1370,100790,1983
1371,100791,1942
1372,100792,1971
1373,100793,1942
1374,100794,2062
1375,100795,1965
1376,100796,1987
1377,100797,1985
1378,100798,2030
1379,100799,2158
1380,100800,2033
1381,100801,1928
1382,100802,1972
1383,100803,2037
1384,100804,1929
1385,100805,1908
1386,100806,2009
1387,100807,1806
1388,100808,2226
1389,100809,2038
1390,100810,1999
1391,100811,1907
1392,100812,1905
1393,100813,1954
1394,100814,2067
1395,100815,2165
1396,100816,2030
1397,100817,2086
1398,100818,2008
1399,100819,1970
1400,100820,1982
1401,100821,2142
1402,100822,1953
1403,100823,1985
1404,100824,1807
1405,100825,2296
1406,100826,1947
1407,100827,1885
1408,100828,1943
1409,100829,1985
1410,100830,2031
1411,100831,1971
1412,100832,1937
1413,100833,2079
1414,100834,2008
1415,100835,2052
1416,100836,1997
1417,100837,2158
1418,100838,2016
1419,100839,2146
1420,100840,1983
1421,100841,1904
1422,100842,1975
1423,100843,1998
1424,100844,2016
1425,100845,1984
1426,100846,2059
1427,100847,1973
1428,100848,1876
1429,100849,2037
1430,100850,2113
1431,100851,2139
1432,100852,1992
1433,100853,1954
1434,100854,2063
1435,100855,2059
1436,100856,2203
1437,100857,2038
1438,100858,2078
1439,100859,2088
1440,100860,1933
1441,100861,2148
1442,100862,2041
1443,100863,2064
1444,100864,2088
1445,100865,1962
1446,100866,1884
1447,100867,2122
1448,100868,2102
1449,100869,1942
1450,100870,1987
1451,100871,1880
1452,100872,1982
1453,100873,1985
1454,100874,2032
1455,100875,2224
1456,100876,1992
1457,100877,1831
1458,100878,1999
1459,100879,2030
1460,100880,1937
1461,100881,1942
1462,100882,1928
1463,100883,2032
1464,100884,2174
1465,100885,2006
1466,100886,1874
1467,100887,1987
1468,100888,2030
1469,100889,2030
1470,100890,1987
1471,100891,2111
1472,100892,2078
1473,100893,1965
1474,100894,2132
1475,100895,1973
1476,100896,2017
1477,100897,1911
1478,100898,2046
1479,100899,1902
1480,100900,2057
1481,100901,1997
1482,100902,1890
1483,100903,1990
1484,100904,1996
1485,100905,1944
1486,100906,1936
1487,100907,2051
1488,100908,2038
1489,100909,2039
1490,100910,2010
1491,100911,1969
1492,100912,1992
1493,100913,1999
1494,100914,1905
1495,100915,1907
1496,100916,2027
1497,100917,2196
1498,100918,2016
1499,100919,2013
