2109,playing soccer in CS 3,1369,CS
2110,promoting conservative values in CS 1,1370,CS
2111,promoting conservative values in CS 2,1370,CSDS
2112,promoting conservative values in CS 3,1370,CS
2113,twirling a cane in CS 1,1371,CSDS
2114,twirling a cane in CS 2,1371,CS
2115,twirling a cane in CS 3,1371,CS
2116,solving mysteries in CS 1,1372,DS
2117,solving mysteries in CS 2,1372,DS
2118,solving mysteries in CS 3,1372,DS
2119,running a multinational corporation in CS 1,1373,CS
2120,running a multinational corporation in CS 2,1373,CS
2121,running a multinational corporation in CS 3,1373,CSDS
2122,issuing fatwas in CS 1,1374,CSDS
2123,issuing fatwas in CS 2,1374,CS
2124,issuing fatwas in CS 3,1374,CSDS
2125,starring in Hollywood movies in CS 1,1375,CSDS
2126,starring in Hollywood movies in CS 2,1375,CS
2127,starring in Hollywood movies in CS 3,1375,CS
2128,running a crime family in CS 1,1376,DS
2129,running a crime family in CS 2,1376,DS
2130,running a crime family in CS 3,1376,DS
2131,running a crime family in CS 1,1377,DS
2132,running a crime family in CS 2,1377,DS
2133,running a crime family in CS 3,1377,DS
2134,running a bureaucracy in CS 1,1378,CSDS
2135,running a bureaucracy in CS 2,1378,CS
2136,running a bureaucracy in CS 3,1378,CSDS
2137,suppressing violent urges in CS 1,1379,DS
2138,suppressing violent urges in CS 2,1379,DS
2139,suppressing violent urges in CS 3,1379,DS
2140,promoting liberal values in CS 1,1380,CS
2141,promoting liberal values in CS 2,1380,CS
2142,promoting liberal values in CS 3,1380,CSDS
2143,writing rap songs in CS 1,1381,CS
2144,writing rap songs in CS 2,1381,CS
2145,writing rap songs in CS 3,1381,CS
2146,incurring debts in CS 1,1382,DS
2147,incurring debts in CS 2,1382,DS
2148,incurring debts in CS 3,1382,DS
2149,fighting with swords in CS 1,1383,CSDS
2150,fighting with swords in CS 2,1383,CS
2151,fighting with swords in CS 3,1383,CS
2152,shocking radio listeners in CS 1,1384,CS
2153,shocking radio listeners in CS 2,1384,CSDS
2154,shocking radio listeners in CS 3,1384,CS
2155,cursing at kitchen staff in CS 1,1385,CS
2156,cursing at kitchen staff in CS 2,1385,CS
2157,cursing at kitchen staff in CS 3,1385,CS
2158,promoting the Dark Side in CS 1,1386,DS
2159,promoting the Dark Side in CS 2,1386,DS
2160,promoting the Dark Side in CS 3,1386,DS
2161,stealing jewels in CS 1,1387,DS
2162,stealing jewels in CS 2,1387,DS
2163,stealing jewels in CS 3,1387,DS
2164,appreciating vintage collectibles in CS 1,1388,DS
2165,appreciating vintage collectibles in CS 2,1388,DS
2166,appreciating vintage collectibles in CS 3,1388,DS
2167,worrying about adultery in CS 1,1389,DS
2168,worrying about adultery in CS 2,1389,DS
2169,worrying about adultery in CS 3,1389,DS
2170,telling zany jokes in CS 1,1390,CS
2171,telling zany jokes in CS 2,1390,CSDS
2172,telling zany jokes in CS 3,1390,CS
2173,starring in reality TV shows in CS 1,1391,CSDS
2174,starring in reality TV shows in CS 2,1391,CSDS
2175,starring in reality TV shows in CS 3,1391,CSDS
2176,losing court cases in CS 1,1392,DS
2177,losing court cases in CS 2,1392,DS
2178,losing court cases in CS 3,1392,DS
2179,designing clothes in CS 1,1393,CSDS
2180,designing clothes in CS 2,1393,CS
2181,designing clothes in CS 3,1393,CS
2182,writing scripts in CS 1,1394,CS
2183,writing scripts in CS 2,1394,CSDS
2184,writing scripts in CS 3,1394,CS
2185,bullying schoolkids in CS 1,1395,DS
2186,bullying schoolkids in CS 2,1395,DS
2187,bullying schoolkids in CS 3,1395,DS
2188,starring in comedies in CS 1,1396,DS
2189,starring in comedies in CS 2,1396,DS
2190,starring in comedies in CS 3,1396,DS
2191,promoting Heliocentrism in CS 1,1397,CS
2192,promoting Heliocentrism in CS 2,1397,CS
2193,promoting Heliocentrism in CS 3,1397,CS
2194,cooking for friends in CS 1,1398,DS
2195,cooking for friends in CS 2,1398,DS
2196,cooking for friends in CS 3,1398,DS
2197, shopping for shoes in CS 1,1399,CS
2198, shopping for shoes in CS 2,1399,CS
2199, shopping for shoes in CS 3,1399,CSDS
2200,bridging cultures  in CS 1,1400,CS
2201,bridging cultures  in CS 2,1400,CS
2202,bridging cultures  in CS 3,1400,CS
2203,promoting movie violence in CS 1,1401,DS
2204,promoting movie violence in CS 2,1401,DS
2205,promoting movie violence in CS 3,1401,DS
2206, fighting for democracy in CS 1,1402,CSDS
2207, fighting for democracy in CS 2,1402,CS
2208, fighting for democracy in CS 3,1402,CS
2209,playing soccer in CS 1,1403,CSDS
2210,playing soccer in CS 2,1403,CS
2211,playing soccer in CS 3,1403,CSDS
2212,lecturing about climate change in CS 1,1404,CSDS
2213,lecturing about climate change in CS 2,1404,CS
2214,lecturing about climate change in CS 3,1404,CSDS
2215,singing pop songs in CS 1,1405,CS
2216,singing pop songs in CS 2,1405,CS
2217,singing pop songs in CS 3,1405,CS
2218,fighting for civil rights in CS 1,1406,CS
2219,fighting for civil rights in CS 2,1406,CSDS
2220,fighting for civil rights in CS 3,1406,CSDS
2221,promoting Catholic values in CS 1,1407,CSDS
2222,promoting Catholic values in CS 2,1407,CSDS
2223,promoting Catholic values in CS 3,1407,CS
2224,foiling the schemes of evil villains in CS 1,1408,DS
2225,foiling the schemes of evil villains in CS 2,1408,DS
2226,foiling the schemes of evil villains in CS 3,1408,DS
2227,fighting with swords in CS 1,1409,CSDS
2228,fighting with swords in CS 2,1409,CSDS
2229,fighting with swords in CS 3,1409,CS
2230,breaking heads in CS 1,1410,DS
2231,breaking heads in CS 2,1410,DS
2232,breaking heads in CS 3,1410,DS
2233,providing comic relief in CS 1,1411,DS
2234,providing comic relief in CS 2,1411,DS
2235,providing comic relief in CS 3,1411,DS
2236,making movies in CS 1,1412,CSDS
2237,making movies in CS 2,1412,CSDS
2238,making movies in CS 3,1412,CSDS
2239,performing magic tricks in CS 1,1413,DS
2240,performing magic tricks in CS 2,1413,DS
2241,performing magic tricks in CS 3,1413,DS
2242,singing pop songs in CS 1,1414,CS
2243,singing pop songs in CS 2,1414,CS
2244,singing pop songs in CS 3,1414,CSDS
2245,composing classical music in CS 1,1415,CSDS
2246,composing classical music in CS 2,1415,CSDS
2247,composing classical music in CS 3,1415,CS
